tribunal,codigo_orgao,municipio,uf,nome_orgao,grau,cp_apr_2024,cp_apr_2025,%cp,sus_apr_2024,sus_apr_2025,%sus,cn_12_meses,tbaix_12_meses,desp_12_meses,decinc_12_meses,sentcm_12_meses,sentsm_12_meses,procsm100_apr_2025,conc100_apr_2025,tpsent_12_meses,tpcpl_apr_2025,tc_apr_2025,iad_12_meses
TJSP,11377,GUARAREMA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE GUARAREMA,"G1, JE",1.2,1.254,4.5,265.0,276.0,4.2,1.125,1.044,3.723,1.967,587.0,323.0,135.0,6.0,12.0,16.0,47.0,93.0
TJSP,10375,SAO LUIS DO PARAITINGA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE SAO LUIS DO PARAITINGA,"G1, JE",571.0,596.0,4.4,24.0,21.0,-12.5,553.0,522.0,1.364,666.0,442.0,56.0,122.0,4.0,6.0,16.0,49.0,94.0
TJSP,9869,MARACAI,SP,JUIZADO ESPECIAL CIVEL CRIM. DE MARACAI,"G1, JE",834.0,472.0,-43.4,95.0,47.0,-50.5,599.0,951.0,2.515,528.0,534.0,178.0,70.0,4.0,12.0,16.0,31.0,159.0
TJSP,80282,RIO CLARO,SP,ANEXO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE RIO CLARO,"G1, JE",1.828,1.603,-12.3,178.0,413.0,132.0,869.0,1.304,2.539,2.474,610.0,2.0,146.0,2.0,29.0,16.0,48.0,150.0
TJSP,10767,VALINHOS,SP,VARA JUIZADO ESP. CIVEL CRIM. DE VALINHOS,"G1, JE",4.223,4.227,0.1,1.598,1.403,-12.2,2.927,2.969,6.818,3.294,1.897,347.0,221.0,14.0,12.0,16.0,48.0,101.0
TJSP,10860,JUNDIAI,SP,VARA JUIZADO ESPECIAL CIVEL DE JUNDIAI,"G1, JE",12.991,12.144,-6.5,3.983,3.327,-16.5,7.41,8.312,4.544,13.072,6.169,2.303,1.137,26.0,22.0,16.0,51.0,112.0
TJSP,76893,FRANCO DA ROCHA,SP,CEJUSC - PRÉ-PROCESSUAL,G1,4.0,7.0,75.0,0.0,0.0,,191.0,188.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,16.0,4.0,98.0
TJSP,83841,SAO PAULO,SP,4 VARA DA FAMILIA E SUCESSOES DO FORO REGIONAL XII - NOSSA SENHORA DO O,G1,3.83,4.067,6.2,289.0,365.0,26.3,2.163,2.078,1.561,7.626,1.738,451.0,690.0,6.0,20.0,16.0,64.0,96.0
TJSP,9431,BROTAS,SP,JUIZADO ESPECIAL CIVEL CRIM. DE BROTAS,"G1, JE",2.174,2.265,4.2,1.194,1.21,1.3,1.471,1.405,379.0,2.069,996.0,187.0,278.0,6.0,12.0,16.0,42.0,96.0
TJSP,9904,MIRANDOPOLIS,SP,JUIZADO ESPECIAL CIVEL CRIM. DE MIRANDOPOLIS,"G1, JE",3.626,3.62,-0.2,961.0,641.0,-33.3,3.71,3.709,8.321,4.258,2.867,435.0,535.0,14.0,17.0,16.0,44.0,100.0
TJSP,10917,ILHABELA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE ILHABELA,"G1, JE",1.172,1.28,9.2,73.0,91.0,24.7,1.33,1.234,2.542,1.483,1.001,85.0,169.0,57.0,8.0,16.0,49.0,93.0
TJSP,74725,MOGI DAS CRUZES,SP,VARA PLANTÃO DA 45ª C J - MOGI DAS CRUZES,"G1, JE",607.0,750.0,23.6,341.0,462.0,35.5,981.0,4.0,16.0,851.0,0.0,0.0,75.0,0.0,,16.0,99.0,0.0
TJSP,10548,SAO PAULO,SP,01 VARA DE ACIDENTES DO TRABALHO CENTRAL,G1,3.058,5.477,79.1,393.0,1.014,158.0,6.414,6.182,10.853,8.498,3.096,429.0,590.0,18.0,12.0,16.0,42.0,96.0
TJSP,10939,SAO PAULO,SP,01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNIP DE SANTO AMARO,"G1, JE",7.241,6.662,-8.0,564.0,601.0,6.6,3.015,5.282,62.0,8.781,3.251,1.013,1.829,13.0,11.0,15.0,53.0,175.0
TJSP,10813,JANDIRA,SP,VARA JUIZADO ESP. CIVEL CRIM. DE JANDIRA,"G1, JE",2.961,2.877,-2.8,520.0,487.0,-6.3,1.937,2.053,4.458,3.296,1.474,342.0,123.0,38.0,12.0,15.0,54.0,106.0
TJSP,17575,SAO PAULO,SP,01 VARA JUIZADO ESPECIAL DA FAZENDA PUBLICA DE CENTRAL,"G1, JE",12.005,15.705,30.8,2.888,1.122,-61.1,11.707,9.766,13.799,33.084,12.609,1.615,1.181,34.0,14.0,15.0,60.0,83.0
TJSP,59888,BOTUCATU,SP,TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 23 C.J. - BOTUCATU DE BOTUCATU,TR,53.0,30.0,-43.4,27.0,10.0,-63.0,22.0,47.0,82.0,29.0,2.0,0.0,4.0,7.0,24.0,15.0,24.0,214.0
TJSP,9673,GUARULHOS,SP,01 VARA JUIZADO ESPECIAL CIVEL DE GUARULHOS,"G1, JE",5.089,6.112,20.1,107.0,64.0,-40.2,4.411,3.693,516.0,6.689,2.37,1.137,1.147,11.0,12.0,15.0,62.0,84.0
TJSP,9494,CARAGUATATUBA,SP,VARA JUIZADO ESP. CIVEL CRIM. DE CARAGUATATUBA,"G1, JE",3.517,3.58,1.8,186.0,8.0,-95.7,3.852,3.793,3.505,6.533,2.828,692.0,1.793,8.0,9.0,15.0,48.0,98.0
TJSP,10655,SERRA NEGRA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE SERRA NEGRA,"G1, JE",2.163,2.533,17.1,1.205,1.309,8.6,1.161,821.0,3.678,1.543,697.0,132.0,141.0,14.0,10.0,15.0,60.0,71.0
TJSP,76989,SALESOPOLIS,SP,CEJUSC - PRÉ-PROCESSUAL,G1,1.0,3.0,200.0,0.0,0.0,,11.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,,15.0,25.0,82.0
TJSP,87778,PARANAPANEMA,SP,SETOR DAS EXECUCOES FISCAIS DA COMARCA DE PARANAPANEMA,G1,15.311,11.924,-22.1,411.0,410.0,-0.2,4.287,8.129,227.0,108.0,1.122,4.417,1.505,0.0,26.0,15.0,59.0,190.0
TJSP,10855,PARIQUERA-ACU,SP,JUIZADO ESPECIAL CIVEL CRIM. DE PARIQUERA ACU,"G1, JE",550.0,650.0,18.2,90.0,40.0,-55.6,641.0,537.0,1.659,995.0,395.0,48.0,108.0,0.0,8.0,15.0,50.0,84.0
TJSP,9860,LUCELIA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE LUCELIA,"G1, JE",859.0,1.076,25.3,30.0,11.0,-63.3,1.957,1.7,4.271,2.398,1.261,177.0,244.0,3.0,5.0,15.0,39.0,87.0
TJSP,10947,TAUBATE,SP,VARA JUIZADO ESP. CIVEL CRIM. DE TAUBATE,"G1, JE",2.392,2.85,19.1,136.0,138.0,1.5,3.34,2.768,6.06,3.879,1.723,1.317,540.0,16.0,4.0,15.0,49.0,83.0
TJSP,10811,BARUERI,SP,01 VARA JUIZADO ESP. CIVEL CRIM. DE BARUERI,"G1, JE",7.591,9.481,24.9,87.0,79.0,-9.2,6.85,4.848,9.608,11.34,2.538,1.194,953.0,1.934,10.0,15.0,66.0,71.0
TJSP,10547,SAO PAULO,SP,04 VARA DE ACIDENTES DO TRABALHO CENTRAL,G1,3.832,6.702,74.9,250.0,971.0,288.4,6.826,5.983,8.518,12.131,3.706,194.0,614.0,9.0,15.0,15.0,49.0,88.0
TJSP,84175,SAO PAULO,SP,5 VARA DA FAMILIA E SUCESSOES DO FORO REGIONAL XII - NOSSA SENHORA DO O,G1,3.969,4.243,6.9,447.0,606.0,35.6,2.028,2.04,5.917,15.148,1.661,410.0,711.0,3.0,19.0,15.0,64.0,101.0
TJSP,10720,TAQUARITUBA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE TAQUARITUBA,"G1, JE",1.084,1.453,34.0,69.0,70.0,1.4,1.33,976.0,5.059,779.0,943.0,115.0,272.0,14.0,7.0,15.0,59.0,73.0
TJSP,9681,GUARULHOS,SP,02 VARA JUIZADO ESPECIAL CIVEL DE GUARULHOS,"G1, JE",4.842,5.98,23.5,56.0,48.0,-14.3,4.335,3.511,81.0,5.12,2.31,830.0,1.225,9.0,11.0,15.0,63.0,81.0
TJSP,74897,ITAJOBI,SP,JUIZADO ESPECIAL CÍVEL E CRIMINAL DE ITAJOBI,"G1, JE",754.0,776.0,2.9,48.0,7.0,-85.4,618.0,603.0,193.0,1.334,345.0,97.0,106.0,0.0,19.0,15.0,56.0,98.0
TJSP,9376,BATATAIS,SP,VARA JUIZADO ESP. CIVEL CRIM. DE BATATAIS,"G1, JE",1.976,2.254,14.1,218.0,108.0,-50.5,2.539,2.295,6.095,7.05,2.381,341.0,146.0,2.0,14.0,15.0,48.0,90.0
TJSP,10845,ITAPEVA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE ITAPEVA,"G1, JE",3.708,4.045,9.1,788.0,799.0,1.4,3.269,2.928,6.787,2.215,1.689,695.0,601.0,41.0,12.0,15.0,53.0,90.0
TJSP,72839,NAZARE PAULISTA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE NAZARE PAULISTA,"G1, JE",663.0,636.0,-4.1,13.0,2.0,-84.6,685.0,708.0,1.331,1.414,446.0,124.0,223.0,8.0,9.0,15.0,47.0,103.0
TJSP,10887,POA,SP,VARA JUIZADO ESP. CIVEL CRIM. DE POA,"G1, JE",1.609,1.991,23.7,296.0,276.0,-6.8,2.63,2.299,1.566,5.684,1.612,373.0,309.0,13.0,9.0,15.0,43.0,87.0
TJSP,9897,MIGUELOPOLIS,SP,JUIZADO ESPECIAL CIVEL CRIM. DE MIGUELOPOLIS,"G1, JE",973.0,1.14,17.2,57.0,13.0,-77.2,751.0,607.0,1.659,1.388,730.0,106.0,259.0,13.0,16.0,15.0,65.0,81.0
TJSP,9504,CARAPICUIBA,SP,VARA JUIZADO ESP. CIVEL CRIM. DE CARAPICUIBA,"G1, JE",7.442,8.501,14.2,2.173,2.213,1.8,6.427,5.412,6.277,8.377,4.022,920.0,1.008,62.0,11.0,15.0,54.0,84.0
TJSP,72838,ASSIS,SP,03 CRIMINAL DE ASSIS,"G1, JE",536.0,641.0,19.6,100.0,107.0,7.0,656.0,618.0,1.42,1.611,390.0,61.0,114.0,1.0,9.0,15.0,46.0,94.0
TJSP,12775,APARECIDA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE APARECIDA,"G1, JE",1.348,1.703,26.3,56.0,94.0,67.9,1.562,1.189,1.987,2.552,977.0,263.0,351.0,34.0,8.0,15.0,57.0,76.0
TJSP,17842,ITIRAPINA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE ITIRAPINA,"G1, JE",798.0,1.065,33.5,67.0,108.0,61.2,968.0,719.0,2.764,697.0,551.0,72.0,116.0,17.0,9.0,15.0,56.0,74.0
TJSP,16991,SAO JOSE DOS CAMPOS,SP,VARA VIOL. DOMEST. E FAM. CONTRA A MULHER DE SAO JOSE DOS CAMPOS,"G1, JE",2.955,2.751,-6.9,6.0,5.0,-16.7,2.654,3.392,7.307,4.433,1.685,24.0,473.0,0.0,11.0,15.0,45.0,128.0
TJSP,10885,RIO DAS PEDRAS,SP,JUIZADO ESPECIAL CIVEL CRIM. DE RIO DAS PEDRAS - INATIVA,"G1, JE",592.0,587.0,-0.8,62.0,54.0,-12.9,697.0,699.0,1.398,900.0,329.0,42.0,65.0,18.0,14.0,15.0,43.0,100.0
TJSP,59956,ARACATUBA,SP,VARA JUIZADO ESPECIAL CIVEL DE ARACATUBA,"G1, JE",5.864,6.129,4.5,434.0,426.0,-1.8,6.526,6.265,828.0,16.519,4.966,2.268,477.0,17.0,8.0,15.0,48.0,96.0
TJSP,10818,ITATINGA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE ITATINGA - INATIVO,"G1, JE",1.106,927.0,-16.2,87.0,76.0,-12.6,810.0,1.001,2.088,1.656,527.0,111.0,311.0,2.0,12.0,15.0,46.0,124.0
TJSP,10884,PIRACICABA,SP,VARA JUIZADO ESP. CIVEL CRIM. DE PIRACICABA,"G1, JE",6.461,6.216,-3.8,342.0,285.0,-16.7,5.672,5.781,573.0,19.13,3.579,1.787,1.053,10.0,9.0,15.0,51.0,102.0
TJSP,82747,BARUERI,SP,1 FAMILIA SUCESSOES DE BARUERI,G1,2.991,3.133,4.7,57.0,172.0,201.8,2.091,2.007,1.56,7.595,1.565,633.0,216.0,28.0,12.0,15.0,60.0,96.0
TJSP,74562,TABAPUA,SP,JUIZADO ESPECIAL CIVEL E CRIMINAL DE TABAPUA,"G1, JE",1.053,949.0,-9.9,233.0,54.0,-76.8,585.0,678.0,48.0,2.141,587.0,49.0,270.0,1.0,35.0,15.0,57.0,116.0
TJSP,10038,PENAPOLIS,SP,VARA JUIZADO ESP. CIVEL CRIM. DE PENAPOLIS,"G1, JE",10.761,10.985,2.1,1.066,1.426,33.8,8.904,8.885,7.511,12.043,6.558,1.062,2.387,48.0,11.0,15.0,52.0,100.0
TJSP,72841,SUZANO,SP,ANEXO VIOL. DOMEST. E FAM. CONTRA A MULHER DE SUZANO,"G1, JE",2.465,2.952,19.8,1.812,2.206,21.7,1.161,823.0,2.27,2.394,390.0,2.0,95.0,0.0,21.0,15.0,48.0,71.0
TJSP,72311,SALESOPOLIS,SP,JUIZADO ESPECIAL CIVEL E CRIMINAL DE SALESOPOLIS,"G1, JE",252.0,304.0,20.6,16.0,46.0,187.5,283.0,235.0,149.0,1.078,201.0,39.0,93.0,8.0,9.0,15.0,51.0,83.0
TJSP,74629,TAQUARITINGA,SP,04 CUMULATIVA DE TAQUARITINGA,"G1, JE",1.393,1.725,23.8,232.0,319.0,37.5,1.506,1.268,3.576,3.648,962.0,210.0,163.0,7.0,9.0,15.0,53.0,84.0
TJSP,85431,IPAUSSU,SP,CEJUSC - PRÉ-PROCESSUAL,G1,1.0,2.0,100.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,15.0,100.0,0.0
TJSP,10004,PACAEMBU,SP,JUIZADO ESPECIAL CIVEL CRIM. DE PACAEMBU,"G1, JE",1.54,1.764,14.5,37.0,13.0,-64.9,2.2,1.973,4.858,1.934,1.381,363.0,1.029,4.0,5.0,15.0,47.0,90.0
TJSP,74542,MORRO AGUDO,SP,JUIZADO ESPECIAL CIVEL CRIM. DE MORRO AGUDO,"G1, JE",1.049,1.02,-2.8,25.0,8.0,-68.0,798.0,823.0,1.31,749.0,600.0,74.0,181.0,3.0,14.0,15.0,55.0,103.0
TJSP,9942,MONTE ALTO,SP,JUIZADO ESPECIAL CIVEL CRIM. DE MONTE ALTO,"G1, JE",2.982,2.519,-15.5,483.0,153.0,-68.3,2.756,3.208,7.512,4.502,2.183,329.0,220.0,21.0,18.0,15.0,42.0,116.0
TJSP,9962,NOVO HORIZONTE,SP,JUIZADO ESPECIAL CIVEL CRIM. DE NOVO HORIZONTE,"G1, JE",1.738,1.871,7.7,378.0,128.0,-66.1,1.203,1.095,3.171,678.0,929.0,267.0,443.0,14.0,18.0,15.0,61.0,91.0
TJSP,76483,VOTUPORANGA,SP,02 VARA CRIMINAL DA COMARCA DE VOTUPORANGA,"G1, JE",1.065,749.0,-29.7,170.0,116.0,-31.8,1.145,1.547,1.007,4.232,1.109,97.0,187.0,1.0,10.0,15.0,29.0,135.0
TJSP,9974,ORLANDIA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE ORLANDIA,"G1, JE",837.0,802.0,-4.2,167.0,27.0,-83.8,1.005,1.037,1.45,1.059,632.0,349.0,270.0,16.0,12.0,15.0,43.0,103.0
TJSP,9400,BILAC,SP,JUIZADO ESPECIAL CIVEL CRIM. DE BILAC,"G1, JE",1.183,1.214,2.6,165.0,68.0,-58.8,1.468,1.475,3.099,2.165,1.083,221.0,116.0,1.0,14.0,15.0,44.0,100.0
TJSP,59757,ARACATUBA,SP,01 TURMA CIVEL DO COLEGIO RECURSAL DA 36 C.J. - ARACATUBA DE ARACATUBA,TR,500.0,491.0,-1.8,457.0,310.0,-32.2,0.0,9.0,17.0,48.0,0.0,0.0,0.0,0.0,120.0,15.0,10.0,
TJSP,85883,LIMEIRA,SP,VARA DA FAMILIA E SUCESSOES DE LIMEIRA,G1,6.641,7.12,7.2,250.0,390.0,56.0,3.963,3.782,6.861,9.374,2.738,530.0,391.0,40.0,15.0,15.0,64.0,95.0
TJSP,10882,ESPIRITO SANTO DO PINHAL,SP,JUIZADO ESPECIAL CIVEL CRIM. DE ESPIRITO SANTO DO PINHAL,"G1, JE",2.721,2.978,9.4,1.513,1.481,-2.1,1.397,1.149,4.613,2.299,1.061,302.0,224.0,31.0,8.0,15.0,56.0,82.0
TJSP,85311,BRAGANCA PAULISTA,SP,CEJUSC - PRÉ-PROCESSUAL,G1,6.0,14.0,133.3,0.0,0.0,,9.0,1.0,3.0,0.0,0.0,0.0,7.0,0.0,,15.0,93.0,11.0
TJSP,70906,SAO PAULO,SP,2ª CÂMARA RESERVADA DE DIREITO EMPRESARIAL,G2,4.543,5.952,31.0,80.0,164.0,105.0,5.889,4.608,5.369,8.403,886.0,1.048,1.021,812.0,5.0,15.0,56.0,78.0
TJSP,78716,COTIA,SP,ANEXO DA VIOLÊNCIA DOMÉSTICA DO FORO DE COTIA,"G1, JE",1.256,1.632,29.9,551.0,775.0,40.7,722.0,476.0,914.0,1.259,171.0,0.0,305.0,0.0,32.0,15.0,64.0,66.0
TJSP,9607,FRANCA,SP,02 FAMILIA SUCESSOES DE FRANCA,G1,2.954,3.368,14.0,916.0,1.054,15.1,2.747,2.37,9.686,3.797,1.916,323.0,802.0,2.0,6.0,15.0,49.0,86.0
TJSP,10868,LORENA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE LORENA,"G1, JE",2.734,3.278,19.9,568.0,406.0,-28.5,2.02,1.529,870.0,4.006,1.584,358.0,340.0,119.0,15.0,15.0,65.0,76.0
TJSP,9634,GUARARAPES,SP,JUIZADO ESPECIAL CIVEL CRIM. DE GUARARAPES,"G1, JE",2.002,1.559,-22.1,734.0,410.0,-44.1,1.686,2.162,5.655,2.684,1.553,282.0,249.0,4.0,23.0,15.0,34.0,128.0
TJSP,10754,TUPÃ,SP,VARA JUIZADO ESPECIAL CIVEL DE TUPA,"G1, JE",11.973,13.064,9.1,88.0,69.0,-21.6,11.45,10.395,20.778,17.83,7.348,2.678,1.361,6.0,12.0,15.0,56.0,91.0
TJSP,10830,PAULINIA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE PAULINIA,"G1, JE",7.268,8.999,23.8,165.0,74.0,-55.2,5.816,4.102,2.232,5.147,2.725,412.0,4.551,258.0,15.0,15.0,69.0,71.0
TJSP,10862,CAJAMAR,SP,JUIZADO ESPECIAL CIVEL E CRIMINAL DE CAJAMAR,"G1, JE",1.942,1.823,-6.1,163.0,5.0,-96.9,1.647,1.772,620.0,4.26,1.33,468.0,623.0,9.0,15.0,15.0,51.0,108.0
TJSP,10206,SANTA ADELIA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE SANTA ADELIA,"G1, JE",1.013,872.0,-13.9,295.0,52.0,-82.4,796.0,945.0,997.0,1.112,718.0,138.0,233.0,18.0,29.0,15.0,46.0,119.0
TJSP,72306,MAUA,SP,01 FAMILIA SUCESSOES DE MAUA,G1,2.744,2.39,-12.9,634.0,374.0,-41.0,2.355,2.757,5.003,6.849,1.974,639.0,503.0,3.0,12.0,14.0,42.0,117.0
TJSP,9887,MATAO,SP,VARA JUIZADO ESP. CIVEL CRIM. DE MATAO,"G1, JE",3.095,3.477,12.3,1.003,881.0,-12.2,2.285,2.002,2.39,4.072,1.501,277.0,356.0,61.0,14.0,14.0,56.0,88.0
TJSP,9537,COTIA,SP,VARA JUIZADO ESP. CIVEL CRIM. DE COTIA,"G1, JE",6.39,7.046,10.3,401.0,397.0,-1.0,5.703,5.009,9.327,5.357,3.466,711.0,608.0,69.0,9.0,14.0,57.0,88.0
TJSP,10899,RIO CLARO,SP,VARA JUIZADO ESPECIAL CIVEL CRIM. DE RIO CLARO,"G1, JE",4.987,4.946,-0.8,478.0,543.0,13.6,4.188,4.197,11.669,13.838,2.657,990.0,342.0,5.0,11.0,14.0,51.0,100.0
TJSP,76603,SAO PAULO,SP,03 VARA DO JUIZADO ESP.DA FAZENDA PUBLICA DE CENTRAL,"G1, JE",13.364,14.926,11.7,817.0,126.0,-84.6,11.816,11.243,13.844,39.042,11.849,1.933,1.234,8.0,6.0,14.0,57.0,95.0
TJSP,10916,SAO SEBASTIAO,SP,JUIZADO ESPECIAL CIVEL CRIM. DE SAO SEBASTIAO,"G1, JE",2.551,3.37,32.1,173.0,163.0,-5.8,2.127,1.332,2.786,2.614,939.0,215.0,558.0,371.0,12.0,14.0,71.0,63.0
TJSP,10938,SAO PAULO,SP,01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNISA DE SANTO AMARO,"G1, JE",6.117,5.806,-5.1,441.0,217.0,-50.8,3.302,4.43,598.0,7.875,2.607,885.0,1.501,4.0,10.0,14.0,55.0,134.0
TJSP,9643,GUARIBA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE GUARIBA,"G1, JE",1.301,1.36,4.5,210.0,218.0,3.8,1.823,1.786,4.323,2.663,1.251,288.0,150.0,58.0,10.0,14.0,39.0,98.0
TJSP,10006,PALESTINA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE PALESTINA,"G1, JE",373.0,360.0,-3.5,6.0,4.0,-33.3,426.0,431.0,1.341,1.47,364.0,60.0,49.0,2.0,15.0,14.0,45.0,101.0
TJSP,17566,PONTAL,SP,JUIZADO ESPECIAL CIVEL CRIM. DE PONTAL,"G1, JE",716.0,725.0,1.3,62.0,76.0,22.6,732.0,734.0,850.0,2.735,511.0,119.0,88.0,9.0,12.0,14.0,46.0,100.0
TJSP,9478,CAMPOS DO JORDAO,SP,JUIZADO ESPECIAL CIVEL CRIM. DE CAMPOS DO JORDAO,"G1, JE",949.0,1.093,15.2,43.0,34.0,-20.9,1.072,923.0,1.317,1.759,543.0,237.0,191.0,8.0,9.0,14.0,53.0,86.0
TJSP,10200,ROSANA,SP,JUIZADO ESPECIAL CIVEL E CRIMINAL DE ROSANA,"G1, JE",1.196,1.27,6.2,233.0,120.0,-48.5,1.158,1.088,2.443,1.104,638.0,138.0,511.0,14.0,20.0,14.0,51.0,94.0
TJSP,85464,MAIRIPORA,SP,CEJUSC - PRÉ-PROCESSUAL,G1,2.0,5.0,150.0,0.0,0.0,,8.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,,14.0,50.0,62.0
TJSP,9412,BORBOREMA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE BORBOREMA,"G1, JE",550.0,494.0,-10.2,80.0,82.0,2.5,560.0,603.0,902.0,917.0,464.0,118.0,55.0,6.0,9.0,14.0,39.0,108.0
TJSP,82746,TAUBATE,SP,2 FAMILIA SUCESSOES DE TAUBATE,G1,2.548,2.871,12.7,77.0,114.0,48.1,2.425,2.171,2.555,6.386,1.839,359.0,440.0,10.0,9.0,14.0,56.0,90.0
TJSP,10893,RANCHARIA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE RANCHARIA,"G1, JE",2.047,2.216,8.3,349.0,341.0,-2.3,1.994,1.836,3.644,4.235,1.18,492.0,627.0,11.0,11.0,14.0,50.0,92.0
TJSP,10775,VARZEA PAULISTA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE VARZEA PAULISTA,"G1, JE",3.275,3.52,7.5,1.423,1.549,8.9,1.52,1.344,1.105,2.757,1.047,495.0,317.0,28.0,17.0,14.0,59.0,88.0
TJSP,9828,JUNQUEIROPOLIS,SP,JUIZADO ESPECIAL CIVEL CRIM. DE JUNQUEIROPOLIS,"G1, JE",1.056,983.0,-6.9,39.0,20.0,-48.7,1.29,1.364,2.791,671.0,863.0,124.0,287.0,14.0,6.0,14.0,41.0,106.0
TJSP,10159,REGISTRO,SP,VARA JUIZADO ESP. CIVEL CRIM. DE REGISTRO,"G1, JE",1.946,2.11,8.4,297.0,187.0,-37.0,2.944,2.78,3.876,3.045,2.04,263.0,282.0,27.0,9.0,14.0,41.0,94.0
TJSP,77687,VARGEM GRANDE PAULISTA,SP,JUIZADO ESPECIAL CIVEL DE VARGEM GRANDE PAULISTA,"G1, JE",1.121,1.154,2.9,60.0,61.0,1.7,952.0,897.0,972.0,1.915,648.0,99.0,113.0,2.0,9.0,14.0,55.0,94.0
TJSP,10545,SAO PAULO,SP,02 VARA DE ACIDENTES DO TRABALHO CENTRAL,G1,2.733,5.256,92.3,394.0,864.0,119.3,5.677,5.648,12.545,10.808,2.617,388.0,509.0,87.0,11.0,14.0,44.0,99.0
TJSP,70950,SAO PAULO,SP,16CAMARA DE DIREITO CRIMINAL,G2,2.734,2.705,-1.1,11.0,18.0,63.6,7.358,7.385,8.06,5.626,894.0,148.0,600.0,191.0,2.0,14.0,27.0,100.0
TJSP,9586,ESTRELA D OESTE,SP,JUIZADO ESPECIAL CIVEL CRIM. DE ESTRELA D OESTE,"G1, JE",1.188,1.353,13.9,303.0,223.0,-26.4,1.39,1.207,660.0,2.469,1.075,99.0,249.0,7.0,10.0,14.0,47.0,87.0
TJSP,74398,JARINU,SP,JUIZADO ESPECIAL CIVEL DE JARINU,"G1, JE",608.0,537.0,-11.7,18.0,13.0,-27.8,502.0,576.0,216.0,1.949,386.0,102.0,181.0,7.0,8.0,14.0,48.0,115.0
TJSP,76855,SAO PAULO,SP,CEJUSC - JUSTIÇA EXPRESSA,G1,6.0,12.0,100.0,0.0,0.0,,5.0,4.0,21.0,0.0,0.0,0.0,7.0,0.0,,14.0,75.0,80.0
TJSP,79441,BAURU,SP,ANEXO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE BAURU,"G1, JE",5.571,6.843,22.8,2.638,3.197,21.2,2.327,1.272,10.692,5.315,795.0,38.0,220.0,5.0,24.0,14.0,74.0,55.0
TJSP,81259,SAO PAULO,SP,ANEXO JUDICIARIO DA CASA DA MULHER BRASILEIRA,"G1, JE",1.716,1.464,-14.7,595.0,544.0,-8.6,1.798,14.0,20.0,1.893,0.0,10.0,163.0,0.0,0.0,14.0,98.0,1.0
TJSP,10639,SAO SIMAO,SP,JUIZADO ESPECIAL CIVEL CRIM. DE SAO SIMAO,"G1, JE",444.0,361.0,-18.7,36.0,24.0,-33.3,578.0,657.0,924.0,986.0,435.0,70.0,82.0,0.0,5.0,14.0,32.0,114.0
TJSP,10676,SOROCABA,SP,01 VARA JUIZADO ESPECIAL CIVEL DE SOROCABA,"G1, JE",6.582,7.71,17.1,2.147,2.401,11.8,4.368,3.392,6.1,4.008,2.11,981.0,267.0,319.0,10.0,14.0,61.0,78.0
TJSP,80077,LIMEIRA,SP,ANEXO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE LIMEIRA,"G1, JE",2.043,2.608,27.7,756.0,954.0,26.2,1.221,830.0,1.742,2.858,375.0,0.0,108.0,6.0,14.0,14.0,67.0,68.0
TJSP,9508,CASA BRANCA,SP,JUIZADO ESPECIAL CIVEL CRIM. DE CASA BRANCA,"G1, JE",1.939,2.654,36.9,401.0,409.0,2.0,1.941,1.641,1.599,3.841,1.26,209.0,302.0,10.0,20.0,14.0,58.0,85.0
TJSP,9650,GUARUJA,SP,02 CRIMINAL DE GUARUJA,"G1, JE",8.905,10.383,16.6,641.0,949.0,48.0,7.547,5.847,2.965,9.456,2.644,230.0,5.595,30.0,7.0,14.0,62.0,77.0
